method_id,method,scale,dimension,evaluation,n_runs,success_rate,mean_best_so_far,std_best_so_far,q25_best_so_far,q75_best_so_far,sem_best_so_far
ft_hsbo,FT-HSBO,medium,40-D,132,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,133,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,134,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,135,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,136,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,137,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,138,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,139,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,140,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,141,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,142,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,143,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,144,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,145,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,146,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,147,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,148,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,149,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,150,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,151,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,152,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,153,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,154,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
