method,method_id,scale,dimension,seed,budget,utility,best_eval_idx,success,first_feasible_index,positive_eval_rate,served_ratio,served_priority,served_count,outage_ratio_mean,energy_at_best,channel_model,window_width,rate_threshold_mbps,source_log
Repair BO,repair_bo,large,80-D,11,300,10.403832,193,True,19.0,0.03,0.025,14.017997,1,0.094885,361.416467,distance,30.0,15.0,logs/main/large/repair_bo/seed_11.csv
Repair BO,repair_bo,large,80-D,12,300,17.081078,218,True,27.0,0.186667,0.05,26.17014,2,0.227065,308.906227,distance,30.0,15.0,logs/main/large/repair_bo/seed_12.csv
Repair BO,repair_bo,large,80-D,13,300,18.130602,147,True,7.0,0.133333,0.05,25.908826,2,0.155481,377.822443,distance,30.0,15.0,logs/main/large/repair_bo/seed_13.csv
Repair BO,repair_bo,large,80-D,14,300,24.534726,267,True,3.0,0.233333,0.075,34.486598,3,0.182636,395.1872,distance,30.0,15.0,logs/main/large/repair_bo/seed_14.csv
Repair BO,repair_bo,large,80-D,15,300,18.125898,106,True,16.0,0.186667,0.075,29.884281,3,0.17255,375.838288,distance,30.0,15.0,logs/main/large/repair_bo/seed_15.csv
Repair BO,repair_bo,large,80-D,16,300,22.033839,140,True,21.0,0.163333,0.05,26.412597,2,0.117439,237.875768,distance,30.0,15.0,logs/main/large/repair_bo/seed_16.csv
Repair BO,repair_bo,large,80-D,17,300,13.45365,285,True,19.0,0.186667,0.05,16.460215,2,0.12283,300.656497,distance,30.0,15.0,logs/main/large/repair_bo/seed_17.csv
Repair BO,repair_bo,large,80-D,18,300,3.383987,148,True,32.0,0.02,0.025,14.893909,1,0.266222,350.992198,distance,30.0,15.0,logs/main/large/repair_bo/seed_18.csv
Repair BO,repair_bo,large,80-D,19,300,18.071494,153,True,7.0,0.283333,0.05,23.78043,2,0.104879,370.893623,distance,30.0,15.0,logs/main/large/repair_bo/seed_19.csv
EDF,edf_rate_greedy,medium,40-D,0,300,38.081487,1,True,1.0,0.04,0.2,41.500336,4,0.361832,141.884913,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_0.csv
EDF,edf_rate_greedy,medium,40-D,1,300,23.568788,1,True,1.0,0.033333,0.1,25.711637,2,0.248982,214.284953,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_1.csv
EDF,edf_rate_greedy,medium,40-D,2,300,27.928563,1,True,1.0,0.04,0.1,29.555621,2,0.287835,162.705791,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_2.csv
EDF,edf_rate_greedy,medium,40-D,3,300,4.482321,30,True,1.0,0.03,0.05,6.26755,1,0.233181,178.522914,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_3.csv
EDF,edf_rate_greedy,medium,40-D,4,300,1.427612,146,True,5.0,0.01,0.05,5.881694,1,0.205803,245.408222,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_4.csv
EDF,edf_rate_greedy,medium,40-D,5,300,10.635571,1,True,1.0,0.016667,0.05,12.074956,1,0.170809,143.938472,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_5.csv
EDF,edf_rate_greedy,medium,40-D,6,300,20.275604,1,True,1.0,0.05,0.1,23.603564,2,0.186989,132.795982,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_6.csv
EDF,edf_rate_greedy,medium,40-D,7,300,16.939049,1,True,1.0,0.016667,0.1,18.761529,2,0.175327,182.247948,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_7.csv
EDF,edf_rate_greedy,medium,40-D,8,300,12.76588,12,True,1.0,0.016667,0.05,14.560959,1,0.261885,179.507877,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_8.csv
EDF,edf_rate_greedy,medium,40-D,9,300,11.320492,23,True,3.0,0.013333,0.05,12.846099,1,0.151277,152.560646,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_9.csv
EDF,edf_rate_greedy,medium,40-D,10,300,26.384557,59,True,2.0,0.036667,0.1,27.710022,2,0.328988,132.546558,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_10.csv
EDF,edf_rate_greedy,medium,40-D,11,300,10.406622,1,True,1.0,0.013333,0.05,12.271117,1,0.112521,186.449578,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_11.csv
EDF,edf_rate_greedy,medium,40-D,12,300,17.26395,1,True,1.0,0.033333,0.1,18.950042,2,0.130124,168.609207,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_12.csv
EDF,edf_rate_greedy,medium,40-D,13,300,12.631825,77,True,1.0,0.02,0.05,14.083195,1,0.162355,145.136973,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_13.csv
EDF,edf_rate_greedy,medium,40-D,14,300,13.781673,1,True,1.0,0.02,0.1,15.607455,2,0.239355,182.578218,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_14.csv
EDF,edf_rate_greedy,medium,40-D,15,300,11.068142,6,True,1.0,0.016667,0.05,14.979921,1,0.137382,191.177901,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_15.csv
EDF,edf_rate_greedy,medium,40-D,16,300,10.987377,1,True,1.0,0.02,0.05,12.646476,1,0.145826,165.909963,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_16.csv
EDF,edf_rate_greedy,medium,40-D,17,300,10.967221,1,True,1.0,0.006667,0.1,13.320843,2,0.180056,235.362161,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_17.csv
EDF,edf_rate_greedy,medium,40-D,18,300,21.448076,1,True,1.0,0.023333,0.15,23.226082,3,0.149559,177.80056,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_18.csv
EDF,edf_rate_greedy,medium,40-D,19,300,9.950651,1,True,1.0,0.01,0.1,12.298443,2,0.12147,234.779215,distance,30.0,15.0,logs/main/medium/edf_rate_greedy/seed_19.csv
EDF,edf_rate_greedy,large,80-D,0,300,7.858135,1,True,1.0,0.006667,0.05,15.443213,2,0.150686,358.50776,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_0.csv
EDF,edf_rate_greedy,large,80-D,1,300,20.117151,1,True,1.0,0.006667,0.075,28.928159,3,0.163219,281.100856,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_1.csv
EDF,edf_rate_greedy,large,80-D,2,300,8.318121,1,True,1.0,0.003333,0.05,17.784096,2,0.094738,346.597436,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_2.csv
EDF,edf_rate_greedy,large,80-D,3,300,8.586413,1,True,1.0,0.01,0.05,18.116812,2,0.22717,353.039936,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_3.csv
EDF,edf_rate_greedy,large,80-D,4,300,2.071964,70,True,70.0,0.003333,0.025,10.002262,1,0.079757,193.02975,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_4.csv
EDF,edf_rate_greedy,large,80-D,5,300,10.401374,1,True,1.0,0.016667,0.05,15.104229,2,0.316483,270.285474,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_5.csv
EDF,edf_rate_greedy,large,80-D,6,300,4.642627,155,True,1.0,0.006667,0.025,9.972679,1,0.096891,333.005217,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_6.csv
EDF,edf_rate_greedy,large,80-D,7,300,0.400498,1,True,1.0,0.003333,0.025,8.695363,1,0.157949,429.486548,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_7.csv
EDF,edf_rate_greedy,large,80-D,8,300,16.933929,1,True,1.0,0.003333,0.05,22.030749,2,0.183891,309.681981,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_8.csv
EDF,edf_rate_greedy,large,80-D,9,300,2.63062,46,True,46.0,0.01,0.025,14.045878,1,0.087722,341.5258,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_9.csv
EDF,edf_rate_greedy,large,80-D,10,300,1.998355,1,True,1.0,0.006667,0.025,5.145486,1,0.171821,314.713133,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_10.csv
EDF,edf_rate_greedy,large,80-D,11,300,22.745247,1,True,1.0,0.013333,0.05,26.056406,2,0.27059,331.115927,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_11.csv
EDF,edf_rate_greedy,large,80-D,12,300,26.042393,1,True,1.0,0.003333,0.075,35.916219,3,0.102184,387.382668,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_12.csv
EDF,edf_rate_greedy,large,80-D,13,300,9.169724,232,True,1.0,0.013333,0.025,14.340886,1,0.143583,317.116192,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_13.csv
EDF,edf_rate_greedy,large,80-D,14,300,8.922595,1,True,1.0,0.003333,0.05,18.658253,2,0.217471,373.565801,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_14.csv
EDF,edf_rate_greedy,large,80-D,15,300,13.850057,1,True,1.0,0.013333,0.05,18.811708,2,0.196381,296.165153,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_15.csv
EDF,edf_rate_greedy,large,80-D,16,300,28.318253,1,True,1.0,0.006667,0.1,35.696534,4,0.181726,337.828143,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_16.csv
EDF,edf_rate_greedy,large,80-D,17,300,0.0,1,False,,0.0,0.025,5.790179,1,0.153941,382.624388,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_17.csv
EDF,edf_rate_greedy,large,80-D,18,300,28.843463,1,True,1.0,0.006667,0.1,36.585623,4,0.164019,374.215998,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_18.csv
EDF,edf_rate_greedy,large,80-D,19,300,1.099544,1,True,1.0,0.006667,0.025,6.836347,1,0.109556,373.680313,distance,30.0,15.0,logs/main/large/edf_rate_greedy/seed_19.csv
Max-Rate,max_rate_greedy,medium,40-D,0,300,34.035294,1,True,1.0,0.05,0.15,35.882013,3,0.287016,184.671984,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_0.csv
Max-Rate,max_rate_greedy,medium,40-D,1,300,33.977607,1,True,1.0,0.036667,0.15,37.959537,3,0.270354,198.192953,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_1.csv
Max-Rate,max_rate_greedy,medium,40-D,2,300,42.759254,1,True,1.0,0.053333,0.2,46.417676,4,0.224246,165.842137,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_2.csv
Max-Rate,max_rate_greedy,medium,40-D,3,300,36.484389,1,True,1.0,0.046667,0.15,37.974835,3,0.281495,149.044643,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_3.csv
Max-Rate,max_rate_greedy,medium,40-D,4,300,20.377721,1,True,1.0,0.02,0.1,22.453664,2,0.213677,207.594371,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_4.csv
Max-Rate,max_rate_greedy,medium,40-D,5,300,25.550439,1,True,1.0,0.013333,0.1,27.143195,2,0.124963,159.275651,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_5.csv
Max-Rate,max_rate_greedy,medium,40-D,6,300,24.275073,1,True,1.0,0.026667,0.1,26.00914,2,0.142866,173.406682,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_6.csv
Max-Rate,max_rate_greedy,medium,40-D,7,300,21.760018,1,True,1.0,0.033333,0.1,23.599631,2,0.195326,183.961292,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_7.csv
Max-Rate,max_rate_greedy,medium,40-D,8,300,41.247161,1,True,1.0,0.03,0.15,42.578627,3,0.381435,133.146599,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_8.csv
Max-Rate,max_rate_greedy,medium,40-D,9,300,25.521109,1,True,1.0,0.036667,0.15,26.782521,3,0.215056,126.141147,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_9.csv
Max-Rate,max_rate_greedy,medium,40-D,10,300,24.103968,1,True,1.0,0.036667,0.1,27.710022,2,0.227311,160.605447,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_10.csv
Max-Rate,max_rate_greedy,medium,40-D,11,300,32.074804,1,True,1.0,0.026667,0.15,33.91546,3,0.157883,184.065624,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_11.csv
Max-Rate,max_rate_greedy,medium,40-D,12,300,36.66573,1,True,1.0,0.02,0.15,37.911187,3,0.140283,124.545723,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_12.csv
Max-Rate,max_rate_greedy,medium,40-D,13,300,17.297415,1,True,1.0,0.013333,0.1,20.5996,2,0.145797,130.218495,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_13.csv
Max-Rate,max_rate_greedy,medium,40-D,14,300,29.223388,1,True,1.0,0.023333,0.15,35.229795,3,0.236251,200.640687,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_14.csv
Max-Rate,max_rate_greedy,medium,40-D,15,300,7.704396,12,True,1.0,0.01,0.05,9.682497,1,0.152718,197.810067,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_15.csv
Max-Rate,max_rate_greedy,medium,40-D,16,300,9.711602,1,True,1.0,0.016667,0.05,11.768944,1,0.114265,205.734204,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_16.csv
Max-Rate,max_rate_greedy,medium,40-D,17,300,40.82255,1,True,1.0,0.033333,0.2,42.500009,4,0.277434,167.745895,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_17.csv
Max-Rate,max_rate_greedy,medium,40-D,18,300,27.522069,1,True,1.0,0.026667,0.15,29.441251,3,0.148423,191.918227,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_18.csv
Max-Rate,max_rate_greedy,medium,40-D,19,300,72.399095,1,True,1.0,0.026667,0.35,74.166945,7,0.230881,176.785013,distance,30.0,15.0,logs/main/medium/max_rate_greedy/seed_19.csv
Max-Rate,max_rate_greedy,large,80-D,0,300,32.155998,1,True,1.0,0.006667,0.075,38.031594,3,0.150165,387.559569,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_0.csv
Max-Rate,max_rate_greedy,large,80-D,1,300,25.171215,1,True,1.0,0.01,0.05,29.737187,2,0.178763,256.597175,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_1.csv
Max-Rate,max_rate_greedy,large,80-D,2,300,5.870007,1,True,1.0,0.003333,0.025,14.628187,1,0.14938,275.817922,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_2.csv
Max-Rate,max_rate_greedy,large,80-D,3,300,49.868423,1,True,1.0,0.016667,0.1,54.955888,4,0.209583,308.746454,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_3.csv
Max-Rate,max_rate_greedy,large,80-D,4,300,45.638527,1,True,1.0,0.013333,0.1,51.753776,4,0.098978,211.524932,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_4.csv
Max-Rate,max_rate_greedy,large,80-D,5,300,57.486963,1,True,1.0,0.04,0.125,64.519917,5,0.188975,303.295417,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_5.csv
Max-Rate,max_rate_greedy,large,80-D,6,300,27.359101,1,True,1.0,0.01,0.075,37.988228,3,0.141611,262.912756,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_6.csv
Max-Rate,max_rate_greedy,large,80-D,7,300,47.540084,1,True,1.0,0.016667,0.1,54.700689,4,0.236051,316.060522,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_7.csv
Max-Rate,max_rate_greedy,large,80-D,8,300,18.061665,1,True,1.0,0.006667,0.05,25.381976,2,0.156699,332.031022,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_8.csv
Max-Rate,max_rate_greedy,large,80-D,9,300,3.082637,4,True,1.0,0.01,0.025,10.590326,1,0.086999,350.768834,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_9.csv
Max-Rate,max_rate_greedy,large,80-D,10,300,57.568289,1,True,1.0,0.023333,0.15,66.221396,6,0.26063,265.310682,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_10.csv
Max-Rate,max_rate_greedy,large,80-D,11,300,35.531383,1,True,1.0,0.016667,0.075,39.142869,3,0.184952,361.148601,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_11.csv
Max-Rate,max_rate_greedy,large,80-D,12,300,34.313887,1,True,1.0,0.013333,0.075,39.30082,3,0.143309,298.693346,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_12.csv
Max-Rate,max_rate_greedy,large,80-D,13,300,30.680235,1,True,1.0,0.023333,0.075,35.562946,3,0.195734,288.271148,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_13.csv
Max-Rate,max_rate_greedy,large,80-D,14,300,31.655896,1,True,1.0,0.006667,0.075,38.850366,3,0.274841,319.447031,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_14.csv
Max-Rate,max_rate_greedy,large,80-D,15,300,19.029535,1,True,1.0,0.01,0.05,24.000011,2,0.188764,297.04764,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_15.csv
Max-Rate,max_rate_greedy,large,80-D,16,300,70.364626,1,True,1.0,0.02,0.15,75.161866,6,0.224555,279.724056,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_16.csv
Max-Rate,max_rate_greedy,large,80-D,17,300,25.428527,1,True,1.0,0.01,0.075,34.408746,3,0.145892,298.021917,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_17.csv
Max-Rate,max_rate_greedy,large,80-D,18,300,7.683216,1,True,1.0,0.013333,0.025,12.518888,1,0.19491,283.567235,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_18.csv
Max-Rate,max_rate_greedy,large,80-D,19,300,8.79754,1,True,1.0,0.013333,0.025,11.831094,1,0.218824,303.355491,distance,30.0,15.0,logs/main/large/max_rate_greedy/seed_19.csv
Nearest,nearest_feasible_user,medium,40-D,0,300,43.646505,1,True,1.0,0.07,0.2,44.656021,4,0.410144,100.951575,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_0.csv
Nearest,nearest_feasible_user,medium,40-D,1,300,12.068693,155,True,1.0,0.046667,0.05,14.172977,1,0.325397,210.428381,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_1.csv
Nearest,nearest_feasible_user,medium,40-D,2,300,24.591813,1,True,1.0,0.04,0.1,26.150677,2,0.26816,155.886492,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_2.csv
Nearest,nearest_feasible_user,medium,40-D,3,300,34.601893,1,True,1.0,0.073333,0.2,35.552693,4,0.37753,95.080047,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_3.csv
Nearest,nearest_feasible_user,medium,40-D,4,300,12.693177,10,True,1.0,0.036667,0.1,20.327258,2,0.292544,163.408089,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_4.csv
Nearest,nearest_feasible_user,medium,40-D,5,300,12.311866,36,True,1.0,0.023333,0.05,13.44231,1,0.172843,113.044486,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_5.csv
Nearest,nearest_feasible_user,medium,40-D,6,300,22.603201,1,True,1.0,0.046667,0.1,23.603564,2,0.191969,100.036332,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_6.csv
Nearest,nearest_feasible_user,medium,40-D,7,300,14.253187,1,True,1.0,0.03,0.1,15.618708,2,0.19455,136.552063,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_7.csv
Nearest,nearest_feasible_user,medium,40-D,8,300,23.285795,13,True,1.0,0.073333,0.1,24.618053,2,0.32014,133.225845,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_8.csv
Nearest,nearest_feasible_user,medium,40-D,9,300,17.521434,3,True,1.0,0.036667,0.1,22.693833,2,0.224812,117.239827,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_9.csv
Nearest,nearest_feasible_user,medium,40-D,10,300,24.251178,20,True,1.0,0.07,0.1,25.21395,2,0.318455,96.277198,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_10.csv
Nearest,nearest_feasible_user,medium,40-D,11,300,22.047719,1,True,1.0,0.056667,0.1,23.18707,2,0.233955,113.935149,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_11.csv
Nearest,nearest_feasible_user,medium,40-D,12,300,17.478597,1,True,1.0,0.033333,0.1,18.950042,2,0.177687,147.144438,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_12.csv
Nearest,nearest_feasible_user,medium,40-D,13,300,12.650545,160,True,4.0,0.013333,0.05,14.083195,1,0.147693,143.26503,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_13.csv
Nearest,nearest_feasible_user,medium,40-D,14,300,25.509575,1,True,1.0,0.033333,0.15,26.881802,3,0.298489,137.222734,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_14.csv
Nearest,nearest_feasible_user,medium,40-D,15,300,19.789897,8,True,1.0,0.033333,0.1,21.071477,2,0.237563,128.15801,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_15.csv
Nearest,nearest_feasible_user,medium,40-D,16,300,11.120535,1,True,1.0,0.03,0.05,12.646476,1,0.15833,152.594088,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_16.csv
Nearest,nearest_feasible_user,medium,40-D,17,300,21.526531,1,True,1.0,0.043333,0.15,26.924147,3,0.324557,139.761602,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_17.csv
Nearest,nearest_feasible_user,medium,40-D,18,300,8.588119,16,True,1.0,0.03,0.05,10.004927,1,0.161052,141.680768,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_18.csv
Nearest,nearest_feasible_user,medium,40-D,19,300,26.997397,1,True,1.0,0.046667,0.15,28.474473,3,0.248248,147.707571,distance,30.0,15.0,logs/main/medium/nearest_feasible_user/seed_19.csv
Nearest,nearest_feasible_user,large,80-D,0,300,15.202426,1,True,1.0,0.013333,0.05,19.421572,2,0.23424,221.91461,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_0.csv
Nearest,nearest_feasible_user,large,80-D,1,300,51.045007,1,True,1.0,0.043333,0.15,56.554479,6,0.303303,150.947154,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_1.csv
Nearest,nearest_feasible_user,large,80-D,2,300,5.594502,10,True,1.0,0.013333,0.025,13.821768,1,0.173068,222.726606,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_2.csv
Nearest,nearest_feasible_user,large,80-D,3,300,67.938282,1,True,1.0,0.033333,0.15,74.216942,6,0.274712,227.866015,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_3.csv
Nearest,nearest_feasible_user,large,80-D,4,300,8.284399,217,True,1.0,0.016667,0.025,14.559789,1,0.145311,227.539048,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_4.csv
Nearest,nearest_feasible_user,large,80-D,5,300,73.473091,1,True,1.0,0.073333,0.175,77.199925,7,0.382059,172.683397,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_5.csv
Nearest,nearest_feasible_user,large,80-D,6,300,49.768646,1,True,1.0,0.033333,0.125,57.777929,5,0.217038,200.928328,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_6.csv
Nearest,nearest_feasible_user,large,80-D,7,300,20.800699,1,True,1.0,0.043333,0.075,29.985804,3,0.20722,318.51051,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_7.csv
Nearest,nearest_feasible_user,large,80-D,8,300,37.446696,1,True,1.0,0.04,0.1,41.377127,4,0.236058,193.043143,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_8.csv
Nearest,nearest_feasible_user,large,80-D,9,300,12.773504,3,True,1.0,0.066667,0.075,22.860526,3,0.18895,208.702209,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_9.csv
Nearest,nearest_feasible_user,large,80-D,10,300,22.837869,1,True,1.0,0.01,0.075,29.197909,3,0.299119,236.003984,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_10.csv
Nearest,nearest_feasible_user,large,80-D,11,300,31.34784,1,True,1.0,0.03,0.1,35.221697,4,0.326352,187.385609,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_11.csv
Nearest,nearest_feasible_user,large,80-D,12,300,53.820162,5,True,1.0,0.063333,0.125,61.430465,5,0.248119,161.030374,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_12.csv
Nearest,nearest_feasible_user,large,80-D,13,300,17.260147,1,True,1.0,0.033333,0.075,23.324165,3,0.261705,206.401716,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_13.csv
Nearest,nearest_feasible_user,large,80-D,14,300,7.446793,248,True,13.0,0.013333,0.025,11.855112,1,0.316543,240.831901,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_14.csv
Nearest,nearest_feasible_user,large,80-D,15,300,25.052701,1,True,1.0,0.02,0.075,29.398205,3,0.225535,234.55037,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_15.csv
Nearest,nearest_feasible_user,large,80-D,16,300,16.484264,1,True,1.0,0.01,0.05,21.060604,2,0.215507,257.633995,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_16.csv
Nearest,nearest_feasible_user,large,80-D,17,300,24.204292,1,True,1.0,0.026667,0.075,30.299697,3,0.215958,209.540484,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_17.csv
Nearest,nearest_feasible_user,large,80-D,18,300,25.295719,1,True,1.0,0.016667,0.075,31.237604,3,0.210806,194.188426,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_18.csv
Nearest,nearest_feasible_user,large,80-D,19,300,4.606654,1,True,1.0,0.01,0.025,6.836347,1,0.258604,222.96938,distance,30.0,15.0,logs/main/large/nearest_feasible_user/seed_19.csv
FT-HSBO,ft_hsbo,medium,40-D,0,300,43.646505,7,True,1.0,0.056667,0.2,44.656021,4,0.324349,100.951575,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_0.csv
FT-HSBO,ft_hsbo,medium,40-D,1,300,34.810044,10,True,1.0,0.043333,0.15,38.924523,3,0.207331,211.447869,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_1.csv
FT-HSBO,ft_hsbo,medium,40-D,2,300,46.574094,10,True,1.0,0.043333,0.2,47.90654,4,0.154691,133.244539,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_2.csv
FT-HSBO,ft_hsbo,medium,40-D,3,300,36.484389,1,True,1.0,0.05,0.15,37.974835,3,0.175268,149.044643,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_3.csv
FT-HSBO,ft_hsbo,medium,40-D,4,300,34.925544,10,True,1.0,0.036667,0.15,36.689407,3,0.167433,176.386314,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_4.csv
FT-HSBO,ft_hsbo,medium,40-D,5,300,25.550439,1,True,1.0,0.02,0.1,27.143195,2,0.10198,159.275651,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_5.csv
FT-HSBO,ft_hsbo,medium,40-D,6,300,37.183987,13,True,1.0,0.033333,0.15,40.542071,3,0.125715,135.808482,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_6.csv
FT-HSBO,ft_hsbo,medium,40-D,7,300,22.023234,13,True,1.0,0.033333,0.1,23.599631,2,0.163327,157.639744,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_7.csv
FT-HSBO,ft_hsbo,medium,40-D,8,300,67.230964,10,True,1.0,0.07,0.25,68.298306,5,0.368776,106.734267,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_8.csv
FT-HSBO,ft_hsbo,medium,40-D,9,300,42.224561,16,True,1.0,0.05,0.2,43.485973,4,0.201971,126.141147,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_9.csv
