method_id,method,scale,dimension,evaluation,n_runs,success_rate,mean_best_so_far,std_best_so_far,q25_best_so_far,q75_best_so_far,sem_best_so_far
ft_hsbo,FT-HSBO,large,80-D,105,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,106,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,107,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,108,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,109,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,110,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,111,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,112,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,113,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,114,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,115,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,116,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,117,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,118,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,119,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,120,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,121,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,122,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,123,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,124,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,125,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,126,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,127,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,128,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,129,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,130,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,131,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,132,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,133,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,134,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,135,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,136,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,137,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,138,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,139,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,140,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,141,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,142,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,143,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,144,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,145,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,146,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,147,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,148,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,149,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
ft_hsbo,FT-HSBO,large,80-D,150,20,1.0,51.76397244729467,10.77434773482738,45.4875945468396,61.647528610591635,2.40921739482949
