method_id,method,scale,dimension,evaluation,n_runs,success_rate,mean_best_so_far,std_best_so_far,q25_best_so_far,q75_best_so_far,sem_best_so_far
max_rate_greedy,Max-Rate,large,80-D,53,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,54,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,55,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,56,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,57,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,58,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,59,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,60,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,61,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,62,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,63,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,64,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,65,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,66,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,67,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,68,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,69,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,70,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,71,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,72,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,73,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,74,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,75,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,76,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,77,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,78,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,79,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,80,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,81,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,82,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,83,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,84,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,85,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,86,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,87,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,88,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,89,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,90,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,91,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,92,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,93,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,94,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,95,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,96,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,97,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,98,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,99,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,100,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,101,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,102,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,103,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,104,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,105,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,106,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,107,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,108,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,109,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,110,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,111,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,112,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,113,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,114,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,115,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,116,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,117,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,118,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,119,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,120,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,121,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,122,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,123,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,124,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,125,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,126,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,127,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,128,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,129,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,130,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,131,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,132,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,133,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,134,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,135,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,136,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,137,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,138,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,139,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,140,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,141,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,142,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,143,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,144,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,145,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,146,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,147,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,148,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,149,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,150,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,151,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,152,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,153,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,154,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,155,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,156,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,157,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,158,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,159,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,160,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,161,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,162,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,163,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,164,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,165,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,166,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,167,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,168,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,169,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,170,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,171,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,172,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,173,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,174,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,175,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,176,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,177,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,178,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,179,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,180,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,181,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,182,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,183,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,184,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,185,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,186,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,187,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,188,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,189,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,190,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,191,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,192,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,193,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,194,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,195,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,196,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,197,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,198,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,199,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,200,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,201,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,202,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,203,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,204,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,205,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,206,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,207,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,208,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,209,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,210,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,211,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,212,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,213,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,214,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,215,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,216,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,217,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,218,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,219,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,220,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,221,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,222,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,223,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,224,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,225,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,226,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,227,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,228,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,229,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,230,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,231,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,232,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,233,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,234,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,235,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,236,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,237,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,238,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,239,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,240,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,241,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,242,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,243,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,244,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,245,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,246,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,247,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,248,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,249,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
max_rate_greedy,Max-Rate,large,80-D,250,20,1.0,31.664387678041372,18.725050956949655,18.787567250688703,46.11391615505977,4.187048682188691
