experiment,scale,channel_model,method,budget,num_seeds,mean_utility,std_utility,median_utility,max_utility,success_rate,mean_first_feasible,median_first_feasible,feasible_eval_rate,mean_served_priority,std_served_priority,mean_served_ratio,std_served_ratio,mean_outage_ratio,mean_energy,window_width,rate_threshold_mbps
main,large,distance,cmaes,300,10,1.3865551170881016,1.975451487550674,0.0,5.301778477350821,0.4,154.75,132.0,0.0023333333333333335,4.102299531147137,5.651818099036574,0.01,0.012909944487358058,0.06332450697450698,379.11817148273286,30.0,15.0
main,large,distance,cmaes_r,300,10,10.210189355135517,4.7797024159261605,10.096503795602565,16.963978475540923,1.0,37.9,17.0,0.051666666666666666,17.834151574186876,5.399659873162451,0.037500000000000006,0.013176156917368249,0.10173756796036207,342.39622190513603,30.0,15.0
main,large,distance,de,300,10,1.6939234544505517,2.059254383726798,0.7485693517348802,5.476750825182595,0.5,217.8,245.0,0.002,5.823920006289404,6.300997058243692,0.0125,0.013176156917368249,0.06798257575757576,361.25538022627865,30.0,15.0
main,large,distance,de_r,300,10,11.106760556577111,4.795704820000201,12.57031976651993,16.737094107423587,1.0,48.1,36.0,0.044333333333333336,19.191872413604337,5.567251952597095,0.04000000000000001,0.012909944487358056,0.11397123394035158,308.5111857027222,30.0,15.0
main,large,distance,de_rp,300,20,12.258777828581122,4.125831019161994,11.460850377231292,22.8433859284287,1.0,35.3,28.5,0.051,19.597009738660912,5.210998483841362,0.045000000000000005,0.013078709094514925,0.12039694941496411,323.8231910079793,30.0,15.0
main,large,distance,edf_rate_greedy,300,20,11.147523079472311,9.575298959314347,8.754504222569102,28.843462929632917,0.95,7.0,1.0,0.007166666666666667,18.198054087119687,9.942992827713539,0.0475,0.024197651038674675,0.16348889046588735,335.2334236623265,30.0,15.0
main,large,distance,ft_hsbo,300,20,51.76397244729467,10.774347734827382,47.58930542860078,70.36462558076556,1.0,1.0,1.0,0.036,57.00860214263488,11.109396219017526,0.11625,0.024702173354202103,0.16861611130384246,244.46296953401975,30.0,15.0
main,large,distance,full_space_bo,300,20,2.3843625516122855,3.5224026838115154,0.0,9.453919247572482,0.35,65.85714285714286,60.0,0.0025,3.899682743388337,5.577151996843234,0.008749999999999999,0.012234012123239824,0.0808941798941799,374.3344288943655,30.0,15.0
main,large,distance,ga,300,10,3.2869590023201583,4.11941351191315,1.0293001821320105,10.454481254168812,0.5,167.0,154.0,0.015666666666666666,5.2554971829262715,5.7434833383659845,0.0125,0.013176156917368249,0.0642551948051948,360.7329590269504,30.0,15.0
main,large,distance,max_rate_greedy,300,20,31.664387678041372,18.725050956949655,31.168065061070802,70.36462558076556,1.0,1.0,1.0,0.014166666666666666,37.96433855307113,18.79808413189929,0.07499999999999998,0.03804429551263411,0.1814807684028768,299.99508750297616,30.0,15.0
main,large,distance,nearest_feasible_user,300,20,28.534184738363205,20.573483235282776,23.52108052950736,73.4730911122301,1.0,1.6,1.0,0.0305,34.381883367307395,20.617053386514907,0.08249999999999999,0.044500147841268316,0.24701029184375026,214.76986289441962,30.0,15.0
main,large,distance,pso,300,10,0.3348204420802894,1.0587952041581998,0.0,3.348204420802894,0.1,140.0,140.0,0.0003333333333333333,1.088293155855792,3.441485134476914,0.0025,0.007905694150420948,0.05108522126022126,372.6606119107435,30.0,15.0
main,large,distance,repair_bo,300,20,15.016935723228437,6.838159565245673,15.698224307238343,25.541777696091017,1.0,34.25,23.5,0.1225,22.367574628260094,7.497622129789538,0.047500000000000014,0.017954621161490197,0.13989178052339818,355.0638905031659,30.0,15.0
main,large,distance,rs,300,20,2.5985118359130004,3.132143401308917,2.150646545828085,11.09177542252266,0.55,107.9090909090909,114.0,0.0036666666666666666,5.642834455434154,5.7340321857402605,0.013750000000000002,0.012760444638351012,0.07152845719095718,369.13722335230767,30.0,15.0
main,medium,distance,cmaes,300,10,3.9015492225986934,4.344428733160532,2.3617806666378995,10.17689574663936,0.5,90.4,121.0,0.0026666666666666666,5.19101639344851,5.627371601053147,0.025,0.026352313834736497,0.05812777777777778,222.6300920550982,30.0,15.0
main,medium,distance,cmaes_r,300,10,11.253671888825412,5.187548790290271,9.701937092299321,25.478955459578803,1.0,35.2,16.5,0.05633333333333333,15.393287606836438,4.295166524684643,0.06000000000000001,0.0210818510677892,0.13378796296296297,213.9615718011026,30.0,15.0
main,medium,distance,de,300,10,1.9462485174625175,3.7645299743361638,0.0,11.37862504659071,0.3,159.0,132.0,0.001,3.0777214835785283,5.230214259992844,0.015000000000000003,0.0241522945769824,0.06835,229.67975074723682,30.0,15.0
main,medium,distance,de_r,300,10,11.646958184646016,3.5555262648866552,10.09370494098884,18.20597277502564,1.0,46.6,44.5,0.029,15.678573654544527,5.2170063244130285,0.06000000000000001,0.0210818510677892,0.10567539682539681,203.16154698985122,30.0,15.0
main,medium,distance,de_rp,300,20,10.62431697021104,4.4961454727989,9.970374582507468,23.79838588248321,1.0,53.9,35.0,0.029333333333333333,14.339142578753084,4.771299072722222,0.06000000000000001,0.02051956704170308,0.10390238095238093,191.48256085420422,30.0,15.0
main,medium,distance,edf_rate_greedy,300,20,15.615773055294232,8.607119965260498,12.69885276387523,38.08148689778473,1.0,1.35,1.0,0.023333333333333334,17.792877080835066,8.593011503851365,0.08500000000000002,0.04006573545930158,0.19957770100270097,177.7104025540833,30.0,15.0
main,medium,distance,ft_hsbo,300,20,38.43700198983947,13.44289166218136,36.62305581908919,72.39909521165546,1.0,1.0,1.0,0.0435,40.35668215945978,13.514321491669763,0.17,0.059382790347656145,0.1789357646982647,151.9680169620296,30.0,15.0
main,medium,distance,full_space_bo,300,20,1.9813204984945645,3.0588399884462407,0.0,9.154790724863831,0.35,150.57142857142858,151.0,0.0016666666666666668,3.3642433554266153,4.8885572817362375,0.0175,0.02446802424647964,0.067425,247.33136355916017,30.0,15.0
main,medium,distance,ga,300,10,2.9476233733890966,4.851849585398792,0.0,11.546474714155153,0.3,112.66666666666667,105.0,0.019,3.4712732574456853,5.68300425667629,0.015000000000000003,0.024152294576982404,0.059403174603174604,214.62859673837744,30.0,15.0
main,medium,distance,max_rate_greedy,300,20,30.17565408607154,13.900160134877115,28.372728379799455,72.39909521165546,1.0,1.0,1.0,0.029,32.486327505870534,13.858992776689186,0.14,0.06407232755171874,0.20838412652162652,171.06734197989863,30.0,15.0
main,medium,distance,nearest_feasible_user,300,20,20.376882810814084,8.572195900575641,20.658213881645004,43.64650478565188,1.0,1.15,1.0,0.043333333333333335,22.413682673435943,8.286468224578178,0.10500000000000001,0.04559547530644958,0.2542059537684538,133.67998626218585,30.0,15.0
main,medium,distance,pso,300,10,2.2118302031974837,4.714826754410398,0.0,12.538780700380086,0.2,175.5,175.5,0.0013333333333333333,2.523594769488858,5.354639550375173,0.01,0.021081851067789197,0.048922222222222214,223.42600776511637,30.0,15.0
main,medium,distance,repair_bo,300,20,14.188076539588195,7.025682697084313,12.507670658792765,31.04230296937802,1.0,54.5,38.5,0.11133333333333334,17.565263993432854,7.401836235228383,0.07750000000000001,0.03024026594146497,0.16274484728234728,207.71874538446588,30.0,15.0
main,medium,distance,rs,300,20,3.5833548157674437,4.0453463533239065,1.261533425872405,10.39293508876118,0.5,137.1,108.0,0.002,5.344906447031379,5.735157340702844,0.025,0.025649458802128856,0.05676944444444445,229.1316624389211,30.0,15.0
