experiment,scale,channel_model,method,budget,num_seeds,mean_utility,std_utility,median_utility,max_utility,success_rate,mean_first_feasible,median_first_feasible,feasible_eval_rate,mean_served_ratio,mean_outage_ratio,mean_energy,window_width,rate_threshold_mbps
main,medium,distance,de_rp,40,1,8.365057915641701,0.0,8.365057915641701,8.365057915641701,1.0,10.0,10.0,0.05,0.05,0.10818452380952381,250.59251592451324,30.0,15.0
main,medium,distance,edf_rate_greedy,40,1,38.08148689778473,0.0,38.08148689778473,38.08148689778473,1.0,1.0,1.0,0.275,0.2,0.5219543650793651,141.88491319659926,30.0,15.0
main,medium,distance,ft_hsbo,40,1,44.42463760108814,0.0,44.42463760108814,44.42463760108814,1.0,1.0,1.0,0.1,0.2,0.37060897435897433,184.67198449812477,30.0,15.0
main,medium,distance,ft_hsbo_no_presearch,40,1,9.444361670415844,0.0,9.444361670415844,9.444361670415844,1.0,8.0,8.0,0.025,0.05,0.1833333333333333,184.67198449812477,30.0,15.0
main,medium,distance,max_rate_greedy,40,1,34.03529352486628,0.0,34.03529352486628,34.03529352486628,1.0,1.0,1.0,0.25,0.15,0.459883658008658,184.67198449812477,30.0,15.0
main,medium,distance,rs,40,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.06749999999999999,233.48797306143143,30.0,15.0
